"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"li-4231601673","linkedin","https://www.linkedin.com/jobs/view/4231601673","","Artificial Intelligence Engineer, IgniteTech (Remote) - $100,000/year USD","Trilogy","New York, NY","","","","","","","",True,"","","","","","","https://www.linkedin.com/company/trilogy","","","","","","","","","","","",""
"li-4235488539","linkedin","https://www.linkedin.com/jobs/view/4235488539","","Lead AI/ML Engineer (NLP) - Remote","Lensa","New York, NY","","","","","","","",True,"","","","","","","https://www.linkedin.com/company/lensa","","","","","","","","","","","",""
